music_num,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
235,68,0.0475,0.812,218960,0.7240000000000001,4.5e-05,A,0.109,-5.321000000000001,Major,0.0355,125.43700000000001,4/4,0.9690000000000001
236,35,0.9840000000000001,0.27,236533,0.0141,0.981,G,0.12,-27.574,Minor,0.0353,77.762,3/4,0.0337
237,43,0.0125,0.652,223256,0.85,6.89e-06,G#,0.292,-4.895,Minor,0.057,128.952,4/4,0.63
238,59,0.84,0.544,209899,0.29600000000000004,9.070000000000001e-05,A#,0.1,-9.424,Major,0.033,158.253,4/4,0.389
239,47,0.168,0.541,198587,0.53,0.00307,C#,0.373,-11.007,Major,0.0303,135.513,4/4,0.655
240,35,0.9520000000000001,0.184,197853,0.114,0.943,D,0.0931,-24.484,Minor,0.0388,123.16,3/4,0.0354
241,31,0.879,0.17800000000000002,229733,0.168,0.847,G#,0.746,-14.774000000000001,Major,0.037000000000000005,65.65,3/4,0.0366
242,68,0.0156,0.5670000000000001,207133,0.789,0.0,F,0.382,-5.986000000000001,Major,0.115,163.96,4/4,0.43799999999999994
243,40,0.11599999999999999,0.624,298307,0.44799999999999995,0.8740000000000001,G#,0.11199999999999999,-19.065,Major,0.0533,94.516,4/4,0.0391
244,72,0.247,0.657,195000,0.882,0.00202,C,0.11199999999999999,-3.565,Minor,0.0456,127.994,4/4,0.179
245,68,0.0933,0.813,208027,0.45299999999999996,0.0,C#,0.14,-6.941,Major,0.33799999999999997,161.997,4/4,0.191
246,30,0.8140000000000001,0.231,272587,0.239,0.892,A,0.066,-17.815,Major,0.0417,120.99600000000001,4/4,0.0333
247,48,0.523,0.29600000000000004,264293,0.552,0.943,C,0.0946,-8.312999999999999,Major,0.0418,88.68299999999999,3/4,0.244
248,71,0.000802,0.687,227333,0.792,0.0,C#,0.2,-4.023,Minor,0.0353,133.96200000000002,4/4,0.8640000000000001
249,46,0.813,0.29,89732,0.49200000000000005,0.0762,A,0.0972,-11.953,Minor,0.0354,130.2,3/4,0.10800000000000001
250,62,0.0541,0.767,220319,0.782,0.0,G,0.33799999999999997,-5.545,Major,0.14,116.491,4/4,0.8270000000000001
251,77,0.183,0.475,153467,0.43200000000000005,0.0,G,0.161,-7.843999999999999,Major,0.0302,94.605,4/4,0.648
252,42,0.9890000000000001,0.165,224227,0.0295,0.937,G,0.084,-28.892,Minor,0.0391,75.828,5/4,0.0555
253,69,0.958,0.39799999999999996,232339,0.174,4.16e-06,C,0.158,-11.16,Major,0.0364,172.15200000000002,3/4,0.153
254,64,0.0196,0.5710000000000001,192941,0.752,6.92e-05,D#,0.114,-4.872,Major,0.0293,102.04299999999999,4/4,0.25
255,76,0.24100000000000002,0.48700000000000004,272187,0.366,0.0,G#,0.126,-9.405,Minor,0.0531,68.191,5/4,0.161
256,65,0.309,0.5670000000000001,253869,0.542,0.000342,D,0.0734,-6.64,Major,0.0309,125.16,4/4,0.22899999999999998
257,77,0.775,0.7659999999999999,161985,0.5479999999999999,5.57e-06,A#,0.1,-4.29,Major,0.235,82.944,4/4,0.424
258,33,0.927,0.16,329533,0.013999999999999999,0.7759999999999999,E,0.0823,-25.886,Minor,0.0374,71.1,4/4,0.034
259,29,0.512,0.304,80347,0.223,0.903,F,0.115,-20.237000000000002,Minor,0.0265,79.835,4/4,0.24600000000000002
260,29,0.275,0.45399999999999996,238166,0.345,0.6709999999999999,G,0.10400000000000001,-12.587,Minor,0.0542,119.815,4/4,0.193
261,71,0.0054399999999999995,0.757,233726,0.726,0.000982,D,0.0736,-6.071000000000001,Major,0.0394,115.03399999999999,4/4,0.12
262,65,0.0403,0.6940000000000001,191893,0.557,0.0,G#,0.0832,-6.686,Major,0.396,161.887,4/4,0.684
263,28,0.963,0.35600000000000004,50493,0.129,0.34,A#,0.198,-19.418,Minor,0.0419,120.484,3/4,0.0881
264,30,0.524,0.335,196486,0.19399999999999998,0.909,F,0.0966,-20.246,Major,0.0361,152.002,3/4,0.11800000000000001
265,57,0.245,0.555,192732,0.5429999999999999,0.0,A,0.12300000000000001,-7.689,Minor,0.237,90.67,4/4,0.777
266,70,0.0249,0.551,185413,0.836,1.3300000000000001e-05,D,0.222,-5.182,Major,0.0338,147.954,4/4,0.9109999999999999
267,63,0.022000000000000002,0.5660000000000001,153240,0.782,0.0,D#,0.109,-7.444,Major,0.0311,127.16,4/4,0.6970000000000001
268,23,0.7190000000000001,0.196,238750,0.135,0.943,G,0.292,-20.316,Minor,0.0382,126.244,4/4,0.0446
269,24,0.611,0.18899999999999997,71627,0.0384,0.8490000000000001,C,0.19,-24.419,Major,0.0389,73.4,4/4,0.136
270,60,0.0331,0.6940000000000001,265366,0.493,2.04e-06,C#,0.431,-8.581,Major,0.373,166.457,4/4,0.313
271,22,0.9329999999999999,0.371,164880,0.0807,0.9109999999999999,C,0.19699999999999998,-20.851999999999997,Minor,0.0443,107.95700000000001,4/4,0.16
272,63,0.263,0.49700000000000005,195800,0.521,0.0,G,0.12,-6.945,Minor,0.0354,147.84799999999998,4/4,0.18
273,26,0.298,0.512,308533,0.386,0.872,F,0.10300000000000001,-12.241,Minor,0.0264,99.979,4/4,0.0764
274,31,0.95,0.235,161947,0.23800000000000002,0.779,G,0.13699999999999998,-13.648,Major,0.0352,84.991,4/4,0.0803
275,43,0.9570000000000001,0.45799999999999996,222573,0.161,0.9329999999999999,D,0.109,-16.105,Minor,0.0351,90.06299999999999,3/4,0.0389
276,66,0.0383,0.6679999999999999,231467,0.7390000000000001,0.0,E,0.13,-4.919,Major,0.0308,131.918,4/4,0.5710000000000001
277,66,0.17800000000000002,0.616,262047,0.501,1.2e-05,F,0.105,-5.722,Minor,0.24,94.554,4/4,0.506
278,23,0.955,0.43,47453,0.319,0.971,F,0.107,-18.012,Major,0.0494,135.053,5/4,0.0588
279,40,0.6509999999999999,0.42100000000000004,166440,0.342,3.64e-06,F#,0.085,-14.659,Major,0.165,65.67699999999999,1/4,0.655
280,69,0.00262,0.725,247933,0.8740000000000001,0.000412,C,0.0958,-3.715,Minor,0.0396,127.985,4/4,0.748
281,34,0.618,0.2,93293,0.204,0.922,D,0.0797,-11.802,Minor,0.0361,62.74,5/4,0.0377
282,41,0.775,0.387,118613,0.252,0.9520000000000001,D,0.135,-15.424000000000001,Major,0.0579,122.17299999999999,4/4,0.109
283,37,0.86,0.61,183360,0.37200000000000005,0.6829999999999999,C,0.0866,-11.654000000000002,Major,0.13699999999999998,157.19,4/4,0.35
284,26,0.9840000000000001,0.179,375200,0.233,0.89,D,0.102,-21.648000000000003,Major,0.0488,172.476,4/4,0.05
285,84,0.627,0.67,227533,0.654,1.02e-06,E,0.071,-5.944,Major,0.153,180.024,4/4,0.43799999999999994
286,40,0.878,0.24,225440,0.20600000000000002,0.833,C,0.113,-15.462,Major,0.0349,147.65200000000002,3/4,0.0708
287,27,0.755,0.825,122880,0.7,0.51,C,0.24100000000000002,-10.470999999999998,Major,0.0529,122.69200000000001,4/4,0.769
288,70,0.155,0.353,238693,0.8220000000000001,0.0,G,0.332,-1.8659999999999999,Major,0.23199999999999998,167.905,4/4,0.237
289,67,0.33399999999999996,0.36700000000000005,226212,0.67,0.0,D,0.147,-4.485,Minor,0.0517,104.96,4/4,0.386
290,74,0.282,0.8320000000000001,198707,0.608,0.0,F#,0.0761,-6.042000000000001,Minor,0.0385,94.01299999999999,4/4,0.589
291,25,0.852,0.16899999999999998,146611,0.157,0.9329999999999999,G,0.142,-15.18,Major,0.0359,87.055,5/4,0.037000000000000005
292,61,0.11800000000000001,0.768,198059,0.475,0.00042300000000000004,A,0.217,-8.833,Minor,0.0605,108.521,4/4,0.526
293,73,0.4,0.611,232200,0.489,0.0,C,0.11699999999999999,-6.771,Major,0.0343,78.145,4/4,0.267
294,56,0.0426,0.485,257413,0.8540000000000001,0.0,G#,0.4,-4.848,Major,0.0899,198.637,4/4,0.8859999999999999
295,41,0.8740000000000001,0.0742,327400,0.0459,0.935,A,0.0905,-27.364,Minor,0.0453,80.09100000000001,4/4,0.028999999999999998
296,64,0.0721,0.84,183132,0.5670000000000001,0.0,C#,0.0727,-8.285,Minor,0.179,109.94200000000001,4/4,0.21
297,37,0.99,0.289,211267,0.25,0.882,F,0.11199999999999999,-20.109,Minor,0.0372,144.783,3/4,0.039
298,72,0.281,0.52,202213,0.513,0.0,G,0.0976,-7.207999999999999,Major,0.0256,77.903,4/4,0.17
299,63,0.381,0.423,223947,0.456,0.016,D,0.12,-8.45,Minor,0.0579,112.984,4/4,0.14800000000000002
300,38,0.9590000000000001,0.193,95219,0.11,0.976,F,0.0956,-24.384,Major,0.0393,85.988,5/4,0.0388
301,32,0.965,0.14,134520,0.0602,0.17800000000000002,C#,0.0962,-25.968000000000004,Minor,0.0474,81.389,3/4,0.0295
302,31,0.455,0.5720000000000001,119280,0.318,0.522,A,0.0452,-17.723,Minor,0.0348,125.324,4/4,0.62
303,20,0.7120000000000001,0.272,73133,0.335,0.9229999999999999,B,0.204,-12.394,Major,0.0315,64.781,3/4,0.177
304,48,0.9790000000000001,0.244,333733,0.107,0.8690000000000001,D#,0.159,-22.906,Major,0.0348,106.323,4/4,0.0325
305,50,0.51,0.16399999999999998,206053,0.287,0.968,C,0.10099999999999999,-18.743,Minor,0.0377,109.98899999999999,4/4,0.0354
306,69,0.0895,0.547,240360,0.564,1.02e-06,D,0.152,-8.101,Minor,0.29100000000000004,81.155,4/4,0.179
307,33,0.882,0.10400000000000001,692280,0.0318,0.9540000000000001,F,0.607,-24.24,Major,0.0383,91.26,3/4,0.0365
308,62,0.0306,0.7070000000000001,223296,0.7070000000000001,0.0,B,0.127,-6.1610000000000005,Minor,0.0375,104.039,4/4,0.231
309,28,0.8590000000000001,0.28600000000000003,280560,0.11,0.889,D,0.205,-20.012999999999998,Major,0.0383,137.787,4/4,0.0683
310,67,0.0053,0.8079999999999999,172427,0.581,1.1900000000000001e-05,B,0.0828,-5.43,Major,0.07,130.012,4/4,0.758
311,33,0.8270000000000001,0.643,138425,0.381,0.789,D,0.11199999999999999,-17.653,Major,0.0341,119.977,4/4,0.192
312,24,0.39799999999999996,0.313,237920,0.586,0.835,C#,0.11,-11.556,Major,0.0363,108.0,4/4,0.0839
313,31,0.573,0.312,128627,0.052000000000000005,0.685,C,0.11,-23.621,Major,0.0438,99.79899999999999,3/4,0.15
314,30,0.00446,0.285,139573,0.33299999999999996,0.000152,D,0.271,-15.626,Major,0.0397,99.32700000000001,3/4,0.247
315,67,0.41600000000000004,0.531,253240,0.499,0.0,C,0.131,-8.793,Major,0.0403,118.059,4/4,0.182
316,65,0.525,0.657,196360,0.405,0.07200000000000001,C,0.146,-8.637,Minor,0.0584,133.895,4/4,0.0673
317,59,0.302,0.6509999999999999,195429,0.847,1.23e-05,G,0.132,-4.2139999999999995,Minor,0.0822,139.971,4/4,0.37
318,75,0.0509,0.6559999999999999,225956,0.521,4.85e-06,D,0.0791,-5.274,Major,0.0302,91.031,4/4,0.47600000000000003
319,70,0.42200000000000004,0.5,219960,0.44799999999999995,8.03e-06,C,0.115,-10.977,Major,0.442,144.204,1/4,0.10400000000000001
320,34,0.9690000000000001,0.20800000000000002,208827,0.0159,0.927,A,0.122,-33.685,Major,0.0384,111.991,5/4,0.069
321,37,0.826,0.19399999999999998,533973,0.0335,0.536,D,0.9359999999999999,-23.022,Minor,0.0414,114.291,4/4,0.0385
322,55,0.5870000000000001,0.696,235493,0.679,0.0,D,0.165,-7.3629999999999995,Major,0.0305,128.982,4/4,0.527
323,37,0.927,0.402,190973,0.022000000000000002,0.937,C,0.107,-23.805999999999997,Major,0.0418,136.674,4/4,0.0533
324,64,0.00596,0.767,166000,0.8140000000000001,1.4000000000000001e-05,F,0.342,-1.85,Major,0.10800000000000001,119.964,4/4,0.72
325,34,0.728,0.145,151413,0.0983,0.8490000000000001,G#,0.106,-22.853,Major,0.0413,143.964,4/4,0.0337
326,61,0.26,0.598,184013,0.687,0.0,G,0.11199999999999999,-9.021,Major,0.0955,75.169,4/4,0.626
327,65,0.0019199999999999998,0.263,214040,0.784,0.0,G,0.15,-6.513999999999999,Major,0.054000000000000006,114.671,4/4,0.385
328,44,0.48700000000000004,0.13699999999999998,120387,0.313,0.9179999999999999,C#,0.111,-17.088,Major,0.0386,97.368,4/4,0.131
329,63,0.0143,0.632,253800,0.893,5.29e-06,G,0.0741,-6.04,Major,0.0454,149.97,4/4,0.773
330,30,0.69,0.0595,86960,0.253,0.327,C,0.11599999999999999,-20.116,Minor,0.0424,55.636,4/4,0.0386
331,30,0.9129999999999999,0.34299999999999997,92027,0.0744,0.8490000000000001,F,0.09,-15.769,Minor,0.0348,67.702,4/4,0.49200000000000005
332,43,0.8640000000000001,0.149,385920,0.325,0.905,F,0.14,-11.935,Major,0.0386,86.161,4/4,0.0385
333,38,0.8059999999999999,0.31,176000,0.135,0.847,A#,0.0943,-19.007,Major,0.036000000000000004,97.55,4/4,0.159
334,65,0.00112,0.885,135013,0.365,0.0,F#,0.264,-14.107000000000001,Major,0.263,100.04799999999999,4/4,0.637
335,64,0.0127,0.5489999999999999,196133,0.932,0.0,G#,0.34700000000000003,-4.11,Minor,0.34299999999999997,82.439,4/4,0.787
336,65,0.040999999999999995,0.8079999999999999,232020,0.6970000000000001,0.0,A#,0.0546,-5.899,Major,0.24100000000000002,95.06,4/4,0.5539999999999999
337,65,0.0247,0.565,192133,0.8320000000000001,0.0,A#,0.26,-5.732,Minor,0.114,112.82700000000001,4/4,0.233
338,60,0.10300000000000001,0.488,252218,0.857,0.0,F#,0.447,-5.876,Minor,0.34299999999999997,155.812,4/4,0.5710000000000001
339,53,0.654,0.193,130544,0.306,0.8590000000000001,C,0.0822,-17.996,Major,0.0429,116.493,3/4,0.0316
340,25,0.6890000000000001,0.278,342871,0.374,0.8740000000000001,D,0.311,-18.114,Major,0.155,113.92399999999999,3/4,0.0353
341,71,0.51,0.435,252320,0.401,0.0,E,0.077,-6.721,Major,0.0301,136.83700000000002,4/4,0.133
342,57,0.0397,0.49,268400,0.841,1.47e-05,A#,0.0987,-7.082000000000001,Major,0.0544,143.33700000000002,4/4,0.6970000000000001
343,39,0.986,0.26,262853,0.23399999999999999,0.82,G,0.11,-15.459000000000001,Minor,0.0619,175.23,3/4,0.0591
344,77,0.575,0.624,288333,0.653,0.0,G#,0.10400000000000001,-6.582000000000001,Minor,0.17600000000000002,73.884,4/4,0.565
345,70,0.579,0.611,134800,0.47,0.0,E,0.581,-9.135,Major,0.0356,85.527,4/4,0.97
346,34,0.589,0.201,234173,0.354,0.737,E,0.132,-11.758,Minor,0.0355,104.405,4/4,0.0394
347,40,0.857,0.0784,263227,0.0649,0.951,F,0.0712,-18.985,Major,0.0425,73.13,3/4,0.0308
348,64,0.0337,0.68,132079,0.779,4.02e-06,F,0.11199999999999999,-5.834,Major,0.0532,91.963,4/4,0.355
349,67,0.225,0.885,192376,0.8009999999999999,1.65e-06,B,0.0733,-4.716,Minor,0.0882,95.01100000000001,4/4,0.466
350,72,0.059000000000000004,0.7090000000000001,205820,0.718,0.0,F#,0.16699999999999998,-3.315,Minor,0.0312,104.971,4/4,0.24
351,60,0.0322,0.623,309040,0.48700000000000004,0.0,C#,0.146,-7.954,Major,0.113,138.893,4/4,0.507
352,71,0.018000000000000002,0.586,221333,0.872,0.0,G,0.622,-5.066,Major,0.0483,159.925,4/4,0.7290000000000001
353,37,0.815,0.41600000000000004,188307,0.292,0.938,F,0.139,-11.055,Major,0.036000000000000004,115.04,3/4,0.0639
354,39,0.555,0.205,196600,0.11199999999999999,0.925,A,0.0862,-18.54,Major,0.0318,100.09,4/4,0.0395
355,62,0.564,0.655,265840,0.413,1.84e-06,A,0.113,-9.247,Minor,0.281,148.00799999999998,4/4,0.439
356,62,0.154,0.6859999999999999,184905,0.6940000000000001,0.0,F#,0.193,-6.212999999999999,Minor,0.193,146.01,4/4,0.441
357,61,0.0916,0.755,337747,0.83,3.81e-05,D#,0.298,-6.494,Minor,0.0613,139.9,4/4,0.513
358,34,0.956,0.185,247493,0.0599,0.872,G#,0.125,-27.514,Major,0.0428,77.707,1/4,0.0393
359,76,0.0467,0.892,195047,0.633,0.00018899999999999999,G#,0.139,-7.471,Major,0.0902,137.994,4/4,0.45899999999999996
360,67,0.00603,0.809,169707,0.636,0.0264,C#,0.27399999999999997,-5.922999999999999,Minor,0.217,102.012,4/4,0.569
361,27,0.7490000000000001,0.185,34227,0.34700000000000003,0.927,C,0.171,-13.874,Minor,0.0346,104.334,3/4,0.038
362,36,0.6409999999999999,0.113,164213,0.21899999999999997,0.904,C#,0.105,-18.625999999999998,Major,0.0529,93.87299999999999,3/4,0.0319
363,58,0.895,0.413,235636,0.48200000000000004,0.685,B,0.111,-13.311,Minor,0.0539,66.766,4/4,0.13
364,30,0.737,0.14400000000000002,254520,0.035,0.575,C,0.0904,-26.184,Major,0.0375,84.03399999999999,4/4,0.0394
365,24,0.8240000000000001,0.146,360547,0.253,0.485,A#,0.136,-11.588,Major,0.0342,78.64699999999999,4/4,0.0909
366,59,0.461,0.934,193604,0.564,1.84e-05,B,0.10099999999999999,-4.806,Major,0.0638,115.09200000000001,4/4,0.5429999999999999
367,74,0.601,0.594,207933,0.8079999999999999,0.0,C#,0.11900000000000001,-5.749,Major,0.0615,144.028,4/4,0.73
368,77,0.069,0.81,220538,0.789,0.00103,C#,0.0638,-5.048,Major,0.04,94.025,4/4,0.856
369,60,0.698,0.43,278200,0.295,0.569,D,0.226,-14.255,Major,0.0283,74.014,3/4,0.159
370,37,0.823,0.0977,122480,0.0386,0.975,D,0.377,-30.133000000000003,Major,0.0391,89.40700000000001,5/4,0.0391
371,22,0.92,0.187,156000,0.0357,0.609,G#,0.0667,-24.621,Major,0.0319,98.693,4/4,0.035
372,27,0.789,0.168,294760,0.0835,0.879,A#,0.217,-17.842,Minor,0.0437,115.01700000000001,4/4,0.0306
373,63,0.447,0.735,214805,0.33399999999999996,1.37e-06,F,0.0956,-11.59,Minor,0.191,148.09,4/4,0.594
374,33,0.972,0.23800000000000002,105893,0.0524,0.9109999999999999,F,0.111,-21.006999999999998,Major,0.0427,69.778,3/4,0.22899999999999998
375,71,0.0805,0.705,138872,0.816,0.0,A#,0.47600000000000003,-7.046,Minor,0.32,94.211,4/4,0.929
376,33,0.66,0.165,230213,0.322,0.76,E,0.0764,-13.731,Minor,0.0462,110.86399999999999,3/4,0.0787
377,12,0.8009999999999999,0.11,174880,0.177,0.887,C,0.0897,-17.662,Major,0.0411,92.38,4/4,0.036000000000000004
378,28,0.8640000000000001,0.157,199239,0.191,0.13699999999999998,G,0.127,-16.8,Major,0.0349,96.94,3/4,0.0781
379,26,0.0075,0.18600000000000003,264307,0.555,0.462,C,0.23,-10.535,Major,0.0433,100.163,4/4,0.1
380,72,0.348,0.591,208107,0.718,0.000118,G#,0.107,-6.025,Major,0.0368,117.995,4/4,0.46799999999999997
381,80,0.272,0.508,261640,0.72,0.0,B,0.0563,-5.9079999999999995,Minor,0.0628,79.983,4/4,0.47200000000000003
382,25,0.953,0.389,88707,0.154,0.885,G#,0.111,-14.075999999999999,Major,0.0335,104.07799999999999,4/4,0.0446
383,19,0.491,0.0745,79120,0.11199999999999999,0.9440000000000001,G,0.38299999999999995,-21.329,Minor,0.0454,177.726,5/4,0.0736
384,50,0.85,0.16699999999999998,232267,0.0641,0.7240000000000001,C,0.0923,-19.094,Major,0.0358,69.059,3/4,0.0575
385,48,0.157,0.18100000000000002,532947,0.48100000000000004,0.894,E,0.212,-14.325,Minor,0.0449,97.677,4/4,0.0379
386,27,0.292,0.259,250573,0.73,0.759,D,0.0729,-6.957000000000001,Major,0.0672,127.287,3/4,0.136
387,75,0.11900000000000001,0.6890000000000001,229747,0.521,8.41e-05,C,0.10800000000000001,-5.845,Major,0.132,95.055,4/4,0.17800000000000002
388,60,0.493,0.456,173357,0.473,0.000338,E,0.136,-7.561,Minor,0.0352,119.88600000000001,4/4,0.21600000000000003
389,39,0.9740000000000001,0.247,196299,0.0237,0.914,E,0.0951,-26.378,Minor,0.0433,50.114,4/4,0.037000000000000005
390,35,0.153,0.168,247627,0.18600000000000003,0.787,G,0.0903,-16.511,Minor,0.0533,113.898,4/4,0.042
391,60,0.0261,0.855,228307,0.516,2.7399999999999995e-05,C,0.302,-6.972,Major,0.0524,135.97,4/4,0.28300000000000003
392,75,0.69,0.7959999999999999,177141,0.53,0.0,G#,0.0646,-5.9670000000000005,Major,0.0558,105.031,4/4,0.754
393,62,0.00834,0.636,267493,0.738,0.0,D#,0.163,-4.3660000000000005,Major,0.045,115.02799999999999,4/4,0.47600000000000003
394,36,0.13,0.353,109909,0.0851,0.899,B,0.11800000000000001,-20.927,Major,0.0349,100.104,4/4,0.032
395,21,0.904,0.196,93067,0.0179,0.9359999999999999,F,0.0732,-28.65,Major,0.0467,100.318,3/4,0.0368
396,33,0.568,0.16899999999999998,439000,0.0606,0.883,D,0.107,-19.211,Major,0.0411,111.734,3/4,0.0559
397,56,0.0194,0.575,214560,0.9129999999999999,3.5e-05,G#,0.27,-5.029,Minor,0.0745,118.09700000000001,4/4,0.503
398,60,0.00367,0.647,186467,0.759,1.13e-05,F#,0.0704,-5.468,Minor,0.12,89.944,4/4,0.424
399,77,0.0714,0.763,229640,0.807,0.28,C#,0.348,-3.714,Major,0.035,103.038,3/4,0.5589999999999999
400,37,0.669,0.18100000000000002,39453,0.122,0.00015800000000000002,A#,0.115,-17.288,Major,0.0372,85.191,1/4,0.0413
401,59,0.00259,0.695,237051,0.797,0.11199999999999999,G,0.664,-5.199,Major,0.0548,124.97200000000001,4/4,0.297
402,43,0.6679999999999999,0.235,241383,0.369,0.965,G,0.354,-15.770999999999999,Minor,0.0356,132.411,4/4,0.0679
403,72,0.899,0.484,210160,0.285,0.0,C,0.121,-10.863,Major,0.0397,126.749,4/4,0.302
404,37,0.41600000000000004,0.107,103187,0.29600000000000004,0.9640000000000001,C,0.10300000000000001,-18.348,Minor,0.0532,84.51899999999999,5/4,0.0291
405,30,0.29600000000000004,0.18100000000000002,166880,0.28600000000000003,0.8420000000000001,G#,0.0802,-15.573,Major,0.052000000000000005,107.87200000000001,4/4,0.0397
406,32,0.86,0.152,91267,0.0688,0.956,F,0.0978,-19.309,Major,0.0443,135.05,1/4,0.0377
407,79,0.0835,0.807,151649,0.602,0.0,B,0.151,-5.005,Major,0.27399999999999997,95.031,4/4,0.252
408,35,0.968,0.292,74133,0.051,0.9470000000000001,F,0.46,-27.766,Major,0.0524,46.12,3/4,0.0461
409,34,0.22699999999999998,0.364,136703,0.5529999999999999,0.9520000000000001,G,0.0934,-10.211,Minor,0.0305,139.976,3/4,0.14
410,63,0.0036,0.685,150410,0.53,0.0,B,0.573,-5.297999999999999,Major,0.28600000000000003,157.012,4/4,0.55
411,65,0.121,0.693,226981,0.725,0.00278,C,0.214,-7.297000000000001,Minor,0.0321,105.961,4/4,0.447
412,71,0.319,0.706,211267,0.713,0.0,D#,0.114,-3.609,Major,0.0367,142.002,3/4,0.973
413,70,0.0238,0.6559999999999999,281521,0.883,0.0,A,0.0481,-4.294,Minor,0.0737,129.947,4/4,0.46
414,38,0.5720000000000001,0.204,224613,0.363,0.972,G,0.0763,-12.939,Major,0.0445,111.32,4/4,0.0399
415,60,0.205,0.747,212920,0.5329999999999999,0.0,C#,0.11900000000000001,-6.3260000000000005,Major,0.0403,139.937,4/4,0.38
416,71,0.0278,0.7070000000000001,187390,0.845,0.0,G#,0.134,-3.478,Major,0.201,120.125,4/4,0.507
417,70,0.00573,0.521,225947,0.6729999999999999,0.0,G#,0.12,-8.685,Major,0.0284,108.031,4/4,0.5429999999999999
418,68,0.0964,0.6990000000000001,193411,0.679,0.0,D,0.166,-5.853,Minor,0.043,143.94899999999998,4/4,0.546
419,38,0.764,0.461,203867,0.24,0.818,E,0.113,-18.59,Minor,0.0399,142.083,4/4,0.126
420,73,0.00165,0.619,211933,0.67,0.0109,B,0.331,-10.319,Minor,0.0353,129.267,4/4,0.777
421,64,0.00428,0.455,213520,0.867,5.01e-05,A,0.0998,-3.445,Minor,0.151,185.977,4/4,0.29
422,36,0.9109999999999999,0.43,68362,0.447,0.792,E,0.107,-20.301,Minor,0.0375,83.795,5/4,0.0379
423,53,0.932,0.183,133573,0.0473,0.91,D,0.0984,-21.272,Major,0.0375,73.398,3/4,0.0365
424,42,0.9740000000000001,0.348,110200,0.075,0.871,C,0.102,-19.222,Major,0.0354,95.449,4/4,0.0447
425,41,0.713,0.433,135907,0.564,0.275,A,0.11699999999999999,-8.917,Minor,0.0405,192.07299999999998,3/4,0.855
426,41,0.995,0.466,117865,0.0186,0.941,C,0.0803,-32.929,Minor,0.0608,74.02199999999999,4/4,0.0393
427,38,0.752,0.138,188863,0.11,0.9129999999999999,F#,0.11199999999999999,-23.284000000000002,Major,0.0415,76.862,4/4,0.0368
428,61,0.43,0.81,236426,0.644,0.0,C,0.121,-6.313,Major,0.20600000000000002,119.902,4/4,0.431
429,65,0.0516,0.745,219855,0.7040000000000001,0.000683,G#,0.153,-7.306,Minor,0.0418,124.02,4/4,0.39299999999999996
430,76,0.0152,0.637,194840,0.733,0.0,G,0.162,-4.387,Minor,0.0553,131.005,4/4,0.43200000000000005
431,84,0.31,0.7490000000000001,183753,0.752,0.0,F#,0.23199999999999998,-4.883,Major,0.345,180.049,4/4,0.9009999999999999
432,58,0.353,0.897,178298,0.449,4.31e-06,G,0.122,-9.353,Major,0.0921,115.959,4/4,0.631
433,65,0.3,0.617,161827,0.6859999999999999,1.36e-05,D,0.105,-9.857999999999999,Major,0.245,79.252,4/4,0.544
434,72,0.0959,0.655,190643,0.603,0.0,G#,0.107,-5.013999999999999,Major,0.0555,126.088,4/4,0.452
435,78,0.381,0.509,223044,0.5379999999999999,0.0,C,0.13,-6.456,Major,0.0397,153.711,4/4,0.17800000000000002
436,35,0.945,0.11900000000000001,190373,0.18600000000000003,0.945,A,0.114,-18.782,Minor,0.0418,81.52199999999999,4/4,0.0524
437,33,0.667,0.172,521198,0.36,0.9570000000000001,G#,0.127,-11.249,Major,0.043,123.679,4/4,0.0306
438,28,0.97,0.191,237236,0.0494,0.9740000000000001,C#,0.105,-25.566,Major,0.0547,134.744,5/4,0.0333
439,63,0.221,0.6579999999999999,198460,0.682,0.0,F#,0.23600000000000002,-4.31,Major,0.0311,100.98899999999999,4/4,0.541
440,79,0.5489999999999999,0.7879999999999999,213027,0.47700000000000004,0.0,E,0.349,-7.348,Major,0.0434,94.98299999999999,4/4,0.86
441,66,0.31,0.5670000000000001,224147,0.747,0.0,F#,0.04,-6.019,Minor,0.105,89.036,4/4,0.556
442,31,0.162,0.389,208737,0.435,0.948,D,0.11199999999999999,-12.044,Major,0.0493,120.052,4/4,0.0702
443,20,0.9670000000000001,0.235,226280,0.19,0.39899999999999997,D,0.10300000000000001,-16.063,Minor,0.0487,122.74700000000001,4/4,0.0957
444,56,0.000637,0.674,185280,0.74,0.0,B,0.111,-4.5169999999999995,Minor,0.0419,143.998,4/4,0.431
445,63,0.131,0.555,210173,0.895,0.0,F,0.0922,-4.787,Major,0.0472,138.076,4/4,0.38
446,31,0.7959999999999999,0.0626,317133,0.257,0.935,E,0.0915,-17.379,Minor,0.0355,58.722,4/4,0.0385
447,61,0.307,0.807,238827,0.7020000000000001,0.0,F#,0.111,-6.593999999999999,Minor,0.0748,114.038,4/4,0.447
448,37,0.97,0.18,151217,0.0831,0.9420000000000001,C,0.10400000000000001,-25.0,Major,0.0355,135.53799999999998,4/4,0.0724
449,67,0.682,0.6709999999999999,197653,0.428,0.0002,E,0.121,-7.053999999999999,Minor,0.124,148.041,4/4,0.36
