music_num,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
450,62,0.0711,0.745,200347,0.777,1.5e-06,D,0.41200000000000003,-6.877000000000001,Major,0.0532,109.978,4/4,0.217
451,62,0.0254,0.439,272537,0.9279999999999999,0.0,G,0.1,-4.096,Major,0.233,169.928,4/4,0.599
452,49,0.281,0.263,172031,0.36200000000000004,0.9159999999999999,G,0.11800000000000001,-15.125,Minor,0.0324,179.785,4/4,0.0394
453,66,0.665,0.515,227809,0.431,0.0,E,0.147,-8.251,Major,0.257,141.392,4/4,0.184
454,27,0.743,0.0802,149400,0.0922,0.894,F,0.127,-22.801,Major,0.0416,173.709,3/4,0.055999999999999994
455,69,0.146,0.703,487960,0.807,0.0,C#,0.379,-4.936,Major,0.315,90.93299999999999,4/4,0.768
456,42,0.36700000000000005,0.14300000000000002,166747,0.122,0.37,G,0.10099999999999999,-21.771,Major,0.0416,102.647,1/4,0.0271
457,49,0.85,0.0982,302200,0.127,0.9129999999999999,A,0.106,-17.730999999999998,Minor,0.0367,81.303,4/4,0.0381
458,34,0.9359999999999999,0.341,173267,0.161,0.000488,F,0.12,-12.324000000000002,Major,0.0326,134.75,4/4,0.0961
459,24,0.86,0.14800000000000002,257040,0.17800000000000002,0.912,G#,0.10800000000000001,-19.246,Major,0.039,80.649,1/4,0.0329
460,26,0.9420000000000001,0.38799999999999996,215373,0.209,0.9420000000000001,F,0.146,-12.034,Major,0.0426,182.834,4/4,0.32299999999999995
461,29,0.948,0.294,100227,0.0734,0.9520000000000001,E,0.17300000000000001,-23.551,Minor,0.0364,84.105,4/4,0.038
462,70,0.10300000000000001,0.541,275696,0.6609999999999999,0.0,C#,0.0779,-5.837999999999999,Major,0.0889,149.92600000000002,4/4,0.285
463,67,0.0129,0.7020000000000001,159864,0.7,0.0008880000000000001,G,0.0619,-4.387,Minor,0.0509,109.976,4/4,0.603
464,64,0.7090000000000001,0.371,204876,0.25,0.00037400000000000004,C#,0.102,-11.41,Major,0.0328,81.671,5/4,0.107
465,27,0.7879999999999999,0.555,129440,0.49,0.973,G#,0.11199999999999999,-11.562999999999999,Major,0.0296,119.979,3/4,0.613
466,61,0.0881,0.855,223293,0.6809999999999999,3.7000000000000006e-06,D,0.0592,-4.955,Major,0.0688,99.699,4/4,0.9079999999999999
467,36,0.789,0.0792,368782,0.0446,0.914,F,0.105,-25.476,Major,0.0401,58.178000000000004,4/4,0.0304
468,30,0.988,0.254,86272,0.0602,0.349,F,0.19,-25.997,Major,0.0457,104.70700000000001,3/4,0.152
469,59,0.134,0.8640000000000001,179016,0.46799999999999997,0.0,E,0.10800000000000001,-6.144,Major,0.0625,114.999,4/4,0.29
470,24,0.858,0.0798,352467,0.242,0.958,B,0.223,-14.945,Minor,0.0433,77.774,3/4,0.046
471,32,0.8290000000000001,0.166,147560,0.0939,0.9179999999999999,F,0.10800000000000001,-31.419,Major,0.0496,84.96700000000001,3/4,0.0372
472,63,0.7290000000000001,0.59,178027,0.40299999999999997,1.38e-06,C,0.153,-8.286,Major,0.0431,111.948,4/4,0.287
473,34,0.142,0.171,94515,0.485,0.6779999999999999,G#,0.111,-14.759,Major,0.0487,126.23700000000001,4/4,0.031
474,24,0.0741,0.418,75120,0.311,0.0885,A#,0.271,-12.282,Major,0.0383,160.024,4/4,0.095
475,56,0.0016600000000000002,0.484,199920,0.93,7.46e-06,C,0.391,-5.457000000000001,Major,0.0576,174.007,4/4,0.762
476,40,0.976,0.163,674160,0.0888,0.912,D,0.11699999999999999,-24.673000000000002,Minor,0.0399,131.834,4/4,0.0381
477,62,0.282,0.706,209165,0.457,0.008490000000000001,E,0.0614,-9.359,Major,0.0383,78.014,4/4,0.723
478,39,0.602,0.44799999999999995,121920,0.431,0.883,C,0.256,-14.257,Minor,0.0347,112.51299999999999,3/4,0.215
479,63,0.0408,0.7809999999999999,204841,0.27699999999999997,0.000339,G#,0.0754,-9.35,Major,0.326,163.987,4/4,0.302
480,35,0.8059999999999999,0.078,174107,0.113,0.888,A,0.131,-15.995,Major,0.0534,171.922,5/4,0.0311
481,39,0.0382,0.44,181387,0.595,0.7390000000000001,C#,0.115,-13.467,Major,0.0329,113.949,4/4,0.442
482,27,0.924,0.157,299573,0.111,0.951,G,0.0809,-14.615,Major,0.0397,107.47,4/4,0.0348
483,36,0.889,0.263,247920,0.20800000000000002,0.86,E,0.228,-13.345999999999998,Major,0.0383,123.80799999999999,4/4,0.0385
484,66,0.0697,0.5539999999999999,213827,0.794,0.0,B,0.63,-5.417000000000001,Major,0.035,176.01,4/4,0.79
485,62,0.107,0.617,221182,0.8440000000000001,0.0,F,0.203,-3.783,Minor,0.278,109.898,4/4,0.79
486,38,0.9740000000000001,0.33799999999999997,128920,0.0434,0.32299999999999995,C,0.11699999999999999,-22.511,Minor,0.0514,132.093,4/4,0.0423
487,58,0.00933,0.887,182813,0.774,0.0213,C#,0.159,-6.108,Major,0.0434,113.0,4/4,0.826
488,56,0.872,0.38,234400,0.24600000000000002,0.905,G,0.084,-13.955,Minor,0.0329,133.805,4/4,0.0573
489,69,0.249,0.642,243187,0.657,0.0,A#,0.111,-5.246,Major,0.0333,90.0,4/4,0.6579999999999999
490,68,0.0563,0.6659999999999999,173693,0.892,0.0,C#,0.0493,-4.793,Minor,0.0482,149.90200000000002,4/4,0.9670000000000001
491,34,0.986,0.29600000000000004,278800,0.0143,0.71,D,0.105,-27.995,Minor,0.0436,126.116,4/4,0.0384
492,32,0.55,0.0815,581388,0.0947,0.924,A#,0.111,-24.793000000000003,Minor,0.0433,83.07600000000001,4/4,0.0322
493,27,0.542,0.35600000000000004,250560,0.461,0.818,E,0.0613,-11.184000000000001,Major,0.0311,117.169,3/4,0.0927
494,57,0.0354,0.745,293947,0.579,0.0118,C#,0.24600000000000002,-5.771,Major,0.138,97.00200000000001,4/4,0.645
495,28,0.14400000000000002,0.23800000000000002,498120,0.429,0.804,A#,0.10300000000000001,-13.115,Minor,0.0554,113.226,5/4,0.0655
496,32,0.83,0.527,242880,0.484,0.795,C,0.0956,-13.324000000000002,Minor,0.0391,79.35600000000001,4/4,0.3
497,35,0.387,0.46399999999999997,128413,0.395,0.9179999999999999,C#,0.0729,-14.474,Major,0.0477,128.96,3/4,0.212
498,36,0.845,0.23399999999999999,212027,0.27399999999999997,0.96,A#,0.114,-19.504,Minor,0.043,120.024,4/4,0.0387
499,27,0.903,0.20199999999999999,124040,0.29,0.8,G,0.151,-11.565999999999999,Minor,0.0336,70.715,3/4,0.0885
500,65,0.917,0.45299999999999996,133600,0.0287,0.000113,G#,0.10099999999999999,-22.37,Major,0.136,187.229,3/4,0.473
501,60,0.0127,0.547,245293,0.635,5.01e-06,D,0.0585,-5.569,Major,0.13699999999999998,113.678,4/4,0.525
502,63,0.281,0.782,240173,0.835,0.0,A#,0.45899999999999996,-4.2780000000000005,Minor,0.28300000000000003,80.014,4/4,0.527
503,49,0.993,0.435,227280,0.0333,0.909,D#,0.10300000000000001,-23.978,Major,0.0464,121.26299999999999,4/4,0.0641
504,34,0.79,0.38,186787,0.373,0.9309999999999999,C#,0.156,-12.863,Major,0.0301,87.68,3/4,0.111
505,23,0.991,0.424,212976,0.213,0.937,E,0.10300000000000001,-16.442999999999998,Minor,0.0314,79.1,4/4,0.0338
506,43,0.9229999999999999,0.10099999999999999,176431,0.0668,0.9690000000000001,A,0.0695,-23.275,Minor,0.0355,89.169,4/4,0.135
507,22,0.909,0.324,215467,0.10300000000000001,0.813,F#,0.153,-21.545,Major,0.0425,125.868,4/4,0.0751
508,64,0.0702,0.831,275560,0.62,0.000779,F,0.111,-6.236000000000001,Minor,0.0452,101.029,4/4,0.396
509,39,0.855,0.133,257588,0.215,0.83,C,0.11199999999999999,-13.434000000000001,Major,0.0354,96.679,4/4,0.0555
510,66,0.000921,0.486,199827,0.638,0.0,C,0.078,-6.231,Major,0.0323,144.458,4/4,0.17800000000000002
511,65,0.0189,0.75,262173,0.727,0.0,F,0.266,-4.21,Minor,0.142,129.993,4/4,0.359
512,56,0.0020399999999999997,0.424,245253,0.52,0.00413,B,0.41100000000000003,-10.231,Major,0.34299999999999997,189.613,4/4,0.184
513,27,0.574,0.0831,156665,0.29600000000000004,0.929,A,0.115,-16.736,Major,0.0483,83.382,4/4,0.0332
514,73,0.0545,0.769,202347,0.759,0.000628,F#,0.10099999999999999,-4.393,Minor,0.051,105.993,4/4,0.68
515,37,0.9470000000000001,0.479,85133,0.0329,0.9259999999999999,D,0.105,-18.025,Major,0.0335,102.73299999999999,4/4,0.23800000000000002
516,27,0.0318,0.195,52120,0.171,0.98,E,0.111,-20.607,Major,0.0378,74.09100000000001,1/4,0.0354
517,31,0.68,0.19399999999999998,399515,0.36700000000000005,0.47600000000000003,B,0.11,-14.965,Minor,0.0432,139.69799999999998,4/4,0.0399
518,29,0.32299999999999995,0.275,153480,0.462,0.945,C#,0.263,-17.725,Major,0.0812,128.709,4/4,0.0452
519,37,0.909,0.305,220320,0.163,0.8740000000000001,E,0.0936,-17.605999999999998,Minor,0.0335,137.374,4/4,0.0433
520,23,0.741,0.469,200880,0.228,0.435,G,0.193,-15.218,Major,0.0378,115.337,4/4,0.278
521,71,0.24100000000000002,0.608,263733,0.7759999999999999,0.0,B,0.0713,-3.635,Major,0.0511,89.99600000000001,4/4,0.8140000000000001
522,86,0.0891,0.586,210747,0.909,0.000109,G#,0.11900000000000001,-6.474,Major,0.0705,93.39399999999999,4/4,0.757
523,32,0.5529999999999999,0.0763,127413,0.0464,0.8859999999999999,D,0.0991,-26.046,Major,0.0365,65.023,3/4,0.0347
524,85,0.013000000000000001,0.853,206693,0.56,0.0,C#,0.0944,-4.961,Major,0.0406,134.066,4/4,0.86
525,66,0.00795,0.757,217907,0.884,5.870000000000001e-05,A#,0.0973,-5.4879999999999995,Minor,0.0404,120.012,4/4,0.39799999999999996
526,42,0.738,0.485,180560,0.616,0.892,F,0.305,-12.126,Minor,0.0826,149.03799999999998,4/4,0.483
527,67,0.10800000000000001,0.747,228300,0.701,0.0,D,0.0712,-4.902,Major,0.0429,100.012,4/4,0.589
528,68,0.725,0.581,184893,0.298,0.0,B,0.11599999999999999,-9.54,Major,0.0698,63.761,4/4,0.168
529,58,0.287,0.703,219573,0.909,0.0,F,0.401,-4.205,Minor,0.46,204.208,4/4,0.777
530,28,0.887,0.147,249533,0.0367,0.958,A#,0.10800000000000001,-26.895,Major,0.0368,70.344,4/4,0.0341
531,60,0.777,0.5379999999999999,228460,0.419,0.32899999999999996,A#,0.0967,-9.705,Major,0.0353,99.62200000000001,4/4,0.529
532,26,0.147,0.7090000000000001,159427,0.386,0.871,C,0.386,-17.082,Minor,0.095,134.02100000000002,4/4,0.17600000000000002
533,70,0.0362,0.597,149293,0.721,0.0,A,0.0832,-6.422000000000001,Major,0.0356,132.054,4/4,0.43700000000000006
534,49,0.687,0.426,338240,0.502,0.9520000000000001,A,0.099,-11.824000000000002,Minor,0.0327,129.97,4/4,0.28
535,60,0.757,0.48200000000000004,325693,0.381,0.000644,D#,0.11900000000000001,-6.888,Major,0.0357,109.671,4/4,0.43799999999999994
536,46,0.413,0.455,140493,0.466,0.843,C,0.513,-12.547,Major,0.0348,119.949,3/4,0.0407
537,36,0.8170000000000001,0.196,132067,0.21,0.9079999999999999,A#,0.11,-14.515,Major,0.0433,71.681,5/4,0.0382
538,30,0.695,0.674,90533,0.177,0.5429999999999999,G,0.0984,-15.960999999999999,Major,0.0765,119.93799999999999,3/4,0.0274
539,31,0.966,0.16899999999999998,344189,0.0623,0.951,F,0.139,-21.16,Minor,0.0393,65.903,4/4,0.0338
540,69,0.0234,0.7759999999999999,205360,0.693,0.0017699999999999999,G,0.0322,-2.528,Major,0.0314,102.99600000000001,4/4,0.635
541,29,0.0861,0.6459999999999999,144867,0.45299999999999996,0.625,C#,0.0937,-12.424000000000001,Major,0.0861,109.979,4/4,0.752
542,62,0.0722,0.807,205360,0.597,0.0,A#,0.11900000000000001,-4.813,Minor,0.0489,75.0,4/4,0.18100000000000002
543,33,0.785,0.113,144221,0.204,0.9109999999999999,A,0.126,-25.118000000000002,Minor,0.0366,73.781,4/4,0.0365
544,29,0.317,0.10300000000000001,179893,0.301,0.8370000000000001,F,0.105,-14.762,Major,0.0399,82.861,4/4,0.0388
545,34,0.973,0.195,102347,0.03,0.972,F,0.0887,-30.906999999999996,Major,0.0477,65.418,3/4,0.0327
546,75,0.171,0.5870000000000001,254694,0.711,0.0,C#,0.125,-6.33,Major,0.42,98.008,4/4,0.381
547,56,0.616,0.6779999999999999,174000,0.49,0.0,C#,0.102,-8.933,Minor,0.0844,124.015,4/4,0.507
548,28,0.773,0.5589999999999999,202173,0.24100000000000002,0.9079999999999999,B,0.0886,-21.985,Minor,0.0359,168.708,4/4,0.853
549,41,0.909,0.266,59227,0.0128,0.922,G,0.131,-24.109,Major,0.052000000000000005,65.694,3/4,0.0637
550,65,0.00244,0.826,199508,0.49200000000000005,0.0,G#,0.23,-4.566,Major,0.161,135.03799999999998,4/4,0.127
551,22,0.899,0.6459999999999999,58707,0.639,0.973,D,0.0962,-7.938,Minor,0.0766,170.075,1/4,0.862
552,68,0.0441,0.715,260320,0.723,0.000834,G,0.102,-3.263,Major,0.191,77.02,4/4,0.97
553,69,0.748,0.599,215413,0.317,0.0,C#,0.111,-11.212,Major,0.174,148.09,4/4,0.203
554,23,0.40700000000000003,0.42100000000000004,152133,0.22899999999999998,0.895,F,0.107,-18.508,Minor,0.0355,106.71,3/4,0.297
555,62,0.0402,0.8540000000000001,241187,0.7090000000000001,0.0,A#,0.0901,-5.2139999999999995,Minor,0.105,129.929,4/4,0.40299999999999997
556,65,0.00945,0.754,225360,0.9520000000000001,6.27e-06,G#,0.18899999999999997,-5.11,Minor,0.153,144.05100000000002,4/4,0.868
557,32,0.922,0.179,125880,0.0138,0.851,D#,0.102,-36.466,Major,0.0414,69.969,4/4,0.0328
558,35,0.36700000000000005,0.19899999999999998,127787,0.426,0.586,A,0.067,-13.779000000000002,Minor,0.0341,65.808,3/4,0.0397
559,40,0.382,0.29,208667,0.375,0.9129999999999999,C#,0.125,-13.365,Minor,0.045,82.8,4/4,0.163
560,63,0.0764,0.865,225584,0.557,0.0,D#,0.0952,-6.295,Minor,0.0827,127.985,4/4,0.64
561,74,0.139,0.638,227880,0.826,0.0,G#,0.0803,-4.968,Major,0.0479,124.072,4/4,0.649
562,33,0.9259999999999999,0.138,86582,0.0433,0.88,G,0.11199999999999999,-29.581999999999997,Minor,0.0386,142.127,5/4,0.11900000000000001
563,30,0.502,0.371,97560,0.312,0.807,C,0.34600000000000003,-12.45,Minor,0.0439,119.74799999999999,3/4,0.0999
564,41,0.9229999999999999,0.121,202867,0.231,0.8959999999999999,A#,0.102,-15.99,Minor,0.0413,46.696000000000005,4/4,0.11900000000000001
565,35,0.789,0.221,103187,0.00485,0.00424,D,0.223,-42.57,Major,0.0314,72.969,3/4,0.0663
566,54,0.7190000000000001,0.17300000000000001,161472,0.0683,0.799,A,0.14,-25.193,Major,0.0467,120.463,1/4,0.0379
567,33,0.99,0.11,138040,0.0124,0.98,D,0.102,-34.259,Minor,0.0446,82.36200000000001,3/4,0.0297
568,32,0.525,0.156,214267,0.16899999999999998,0.7879999999999999,A,0.128,-18.315,Major,0.0384,105.991,4/4,0.0336
569,25,0.878,0.282,80667,0.11599999999999999,0.772,A#,0.106,-15.324000000000002,Major,0.0304,83.598,4/4,0.0691
570,70,0.0125,0.557,213507,0.8009999999999999,1.66e-06,C#,0.737,-3.602,Minor,0.218,92.135,4/4,0.654
571,33,0.823,0.161,311933,0.0433,0.0572,E,0.115,-32.047,Minor,0.0397,64.01100000000001,4/4,0.0503
572,1,0.009340000000000001,0.358,143813,0.10300000000000001,0.812,D,0.0925,-16.867,Major,0.0364,160.007,4/4,0.0348
573,24,0.20600000000000002,0.466,158707,0.294,0.914,F,0.0685,-15.755,Major,0.027000000000000003,82.069,4/4,0.126
574,64,0.106,0.69,213695,0.6629999999999999,0.0,G#,0.0659,-5.247999999999999,Minor,0.0352,122.041,4/4,0.285
575,32,0.634,0.299,277173,0.429,0.919,C,0.228,-12.98,Major,0.0402,111.16,4/4,0.275
576,60,0.493,0.807,220645,0.53,7.070000000000001e-05,G,0.23600000000000002,-4.236000000000001,Minor,0.0415,97.007,4/4,0.429
577,73,0.419,0.8029999999999999,254720,0.56,0.0,C#,0.0608,-6.912000000000001,Minor,0.0398,133.679,4/4,0.77
578,42,0.226,0.141,448374,0.609,0.7909999999999999,B,0.0972,-10.345999999999998,Minor,0.0625,84.94200000000001,3/4,0.106
579,31,0.8029999999999999,0.0632,170400,0.252,0.925,E,0.095,-17.93,Minor,0.0417,68.645,3/4,0.0331
580,22,0.96,0.0822,201413,0.0693,0.972,C,0.0828,-24.480999999999998,Major,0.0499,75.439,4/4,0.0323
581,67,0.0272,0.38299999999999995,181907,0.621,0.0,F#,0.42700000000000005,-5.877999999999999,Minor,0.113,80.051,4/4,0.213
582,31,0.6509999999999999,0.47700000000000004,176317,0.5660000000000001,0.9159999999999999,C,0.0727,-11.799000000000001,Minor,0.0251,104.96,4/4,0.0709
583,62,0.884,0.5820000000000001,178173,0.151,3.41e-05,G,0.0983,-13.845,Minor,0.0353,136.75799999999998,4/4,0.19699999999999998
584,81,0.00299,0.815,190288,0.816,0.0,D,0.159,-5.474,Major,0.26899999999999996,181.967,4/4,0.498
585,48,0.879,0.153,281827,0.11900000000000001,0.396,B,0.111,-18.22,Minor,0.0415,136.873,3/4,0.0372
586,63,0.134,0.49200000000000005,227933,0.532,0.0,F#,0.10099999999999999,-7.035,Major,0.027000000000000003,81.306,4/4,0.267
587,56,0.505,0.425,227240,0.451,0.0,A,0.136,-7.307,Major,0.0293,157.25,4/4,0.324
588,41,0.138,0.247,215253,0.38299999999999995,0.929,D,0.0995,-13.597000000000001,Major,0.0387,93.86399999999999,5/4,0.0343
589,48,0.914,0.37799999999999995,150207,0.0697,0.0018100000000000002,G,0.12300000000000001,-24.444000000000003,Minor,0.0313,144.78799999999998,3/4,0.133
590,37,0.878,0.19899999999999998,115720,0.19899999999999998,0.9740000000000001,A,0.114,-17.489,Minor,0.0328,79.825,4/4,0.15
591,63,0.00988,0.736,212400,0.568,0.0,C#,0.0731,-5.973,Major,0.135,145.93,4/4,0.514
592,69,0.052000000000000005,0.8170000000000001,209143,0.5870000000000001,0.00165,D,0.185,-6.502000000000001,Major,0.10800000000000001,140.062,4/4,0.35200000000000004
593,28,0.8420000000000001,0.301,63933,0.153,0.932,D#,0.11599999999999999,-19.225,Major,0.0351,132.804,4/4,0.037000000000000005
594,22,0.9329999999999999,0.32,244920,0.21100000000000002,0.7909999999999999,A#,0.0668,-12.562000000000001,Major,0.0762,175.357,4/4,0.0847
595,73,0.0421,0.531,237800,0.752,0.0,C#,0.12,-6.1610000000000005,Major,0.0305,89.917,4/4,0.10300000000000001
596,31,0.685,0.156,114250,0.20199999999999999,0.665,G,0.0906,-12.880999999999998,Major,0.0371,76.274,4/4,0.106
597,34,0.843,0.155,560933,0.0447,0.883,F,0.124,-26.186,Major,0.0427,134.567,3/4,0.0306
598,78,0.331,0.889,301133,0.39299999999999996,8.67e-06,E,0.28300000000000003,-10.821,Minor,0.267,128.065,4/4,0.304
599,68,0.271,0.305,183120,0.6679999999999999,3.8e-05,C#,0.369,-9.404,Major,0.222,163.314,5/4,0.128
600,66,0.114,0.5429999999999999,201107,0.6859999999999999,0.0,D,0.335,-4.751,Major,0.0357,177.87400000000002,4/4,0.555
601,68,0.00329,0.556,254320,0.708,0.0,G,0.32899999999999996,-5.707999999999999,Major,0.039,128.006,4/4,0.20600000000000002
602,26,0.6559999999999999,0.556,234213,0.26899999999999996,0.7140000000000001,A#,0.10800000000000001,-13.624,Minor,0.0683,118.514,3/4,0.24100000000000002
603,65,0.0805,0.753,346133,0.47100000000000003,0.0299,C,0.131,-10.48,Major,0.0317,96.038,4/4,0.778
604,33,0.871,0.102,157333,0.225,0.8320000000000001,F#,0.11199999999999999,-15.606,Minor,0.0354,90.48200000000001,4/4,0.0337
605,70,0.546,0.6609999999999999,244820,0.39299999999999996,0.000131,F,0.11,-8.199,Major,0.0554,83.851,4/4,0.165
606,65,0.382,0.6859999999999999,241893,0.382,0.0,D,0.109,-6.68,Major,0.0314,125.024,3/4,0.527
607,75,0.0435,0.713,226739,0.802,0.0037700000000000003,E,0.309,-7.055,Major,0.0561,100.001,4/4,0.34299999999999997
608,28,0.996,0.616,59320,0.00686,0.966,G,0.0662,-28.526,Major,0.0746,103.961,4/4,0.41200000000000003
609,73,0.34299999999999997,0.6559999999999999,167066,0.627,2.17e-05,G,0.124,-6.627000000000001,Minor,0.0379,99.93299999999999,4/4,0.48100000000000004
610,33,0.317,0.163,238840,0.0641,0.904,F,0.0866,-26.031999999999996,Minor,0.0405,90.45,3/4,0.0347
611,28,0.9,0.34299999999999997,121800,0.0733,0.85,C#,0.113,-31.005,Major,0.0346,130.44299999999998,3/4,0.105
612,35,0.894,0.445,37677,0.25,0.9540000000000001,A#,0.0662,-16.545,Major,0.0367,138.524,3/4,0.478
613,33,0.958,0.107,126640,0.00108,0.855,C#,0.0697,-41.958999999999996,Major,0.0455,64.411,4/4,0.0459
614,55,0.977,0.22899999999999998,191067,0.158,0.851,A,0.0814,-16.595,Minor,0.0338,100.98700000000001,4/4,0.13
615,33,0.856,0.17800000000000002,232387,0.0366,0.787,F,0.124,-24.736,Major,0.0413,129.282,4/4,0.0375
616,29,0.721,0.19,81667,0.261,0.8590000000000001,D#,0.19,-12.067,Major,0.0352,135.5,3/4,0.133
617,67,0.9209999999999999,0.539,198027,0.179,0.39299999999999996,G,0.106,-14.33,Major,0.0309,140.01,3/4,0.145
618,64,0.00043099999999999996,0.568,231400,0.94,4.96e-05,C#,0.0779,-5.401,Major,0.0411,97.096,4/4,0.738
619,38,0.257,0.253,148249,0.514,0.452,G,0.124,-10.238999999999999,Major,0.0598,72.018,4/4,0.0385
620,79,0.303,0.868,304600,0.6459999999999999,0.0,C#,0.284,-4.6739999999999995,Minor,0.28800000000000003,88.641,4/4,0.67
621,33,0.34700000000000003,0.174,168347,0.493,0.89,D,0.59,-15.33,Major,0.0532,109.189,4/4,0.136
622,62,0.588,0.622,188853,0.41,0.0,D#,0.10800000000000001,-6.192,Minor,0.0264,80.988,4/4,0.34600000000000003
623,64,0.862,0.515,216173,0.28600000000000003,6.9e-05,F,0.106,-11.776,Major,0.0378,115.07600000000001,4/4,0.284
624,68,0.0149,0.44799999999999995,238862,0.7759999999999999,0.0,F#,0.12,-4.498,Major,0.0571,149.806,4/4,0.294
625,64,0.84,0.409,160448,0.272,0.0,D#,0.11599999999999999,-9.565,Major,0.0481,78.789,3/4,0.41700000000000004
626,59,0.314,0.6659999999999999,202693,0.75,0.0,B,0.0753,-5.926,Minor,0.0598,163.937,4/4,0.9640000000000001
627,62,0.00806,0.49,227533,0.44,0.00103,A#,0.18600000000000003,-7.76,Major,0.353,173.095,4/4,0.091
628,63,0.0389,0.598,222000,0.727,2.45e-06,E,0.0903,-5.343999999999999,Minor,0.0515,160.088,4/4,0.43
629,76,0.159,0.5770000000000001,201173,0.7559999999999999,0.00023199999999999997,D,0.249,-5.82,Major,0.115,176.75,4/4,0.6629999999999999
630,28,0.639,0.109,113880,0.2,0.927,D#,0.192,-14.942,Major,0.0384,85.95100000000001,3/4,0.0441
631,43,0.93,0.43,155267,0.23199999999999998,0.872,F,0.122,-13.059000000000001,Major,0.0399,66.953,4/4,0.0424
632,57,0.0589,0.312,199848,0.614,0.0,G#,0.0898,-6.0729999999999995,Major,0.0466,205.37900000000002,4/4,0.35600000000000004
633,63,0.226,0.664,254147,0.35100000000000003,2.38e-06,C,0.106,-12.136,Major,0.11800000000000001,113.204,5/4,0.816
634,67,0.15,0.725,291500,0.552,0.0,B,0.214,-7.369,Minor,0.0475,111.99600000000001,4/4,0.5820000000000001
635,22,0.20199999999999999,0.243,78733,0.29600000000000004,0.6679999999999999,C#,0.192,-16.636,Minor,0.0361,169.268,3/4,0.136
636,61,0.988,0.569,156467,0.16899999999999998,0.764,A#,0.098,-17.697,Major,0.032,90.001,3/4,0.29100000000000004
637,40,0.129,0.152,95146,0.32899999999999996,0.743,G,0.102,-10.589,Minor,0.0349,97.604,4/4,0.0355
638,67,0.0134,0.6559999999999999,186627,0.696,0.0,G#,0.0753,-5.917000000000001,Major,0.0261,108.015,4/4,0.966
639,59,0.218,0.732,207560,0.632,0.0,D,0.312,-5.46,Major,0.231,81.506,4/4,0.337
640,28,0.877,0.391,41693,0.159,0.955,C,0.0643,-17.646,Major,0.0322,101.899,4/4,0.6940000000000001
641,43,0.983,0.795,118177,0.183,0.9079999999999999,D,0.13699999999999998,-15.177999999999999,Minor,0.0434,123.00399999999999,4/4,0.14300000000000002
642,68,0.0214,0.8270000000000001,183020,0.7390000000000001,4.13e-06,G#,0.043,-6.391,Major,0.0744,95.999,4/4,0.35200000000000004
643,51,0.888,0.506,156360,0.0583,0.897,F#,0.0975,-20.493000000000002,Minor,0.0322,112.008,4/4,0.258
644,73,0.0069700000000000005,0.43700000000000006,241910,0.7190000000000001,3.86e-05,F#,0.0765,-4.569,Minor,0.0376,169.976,4/4,0.284
645,67,0.0163,0.7909999999999999,192573,0.713,0.0,F,0.18899999999999997,-3.742,Minor,0.254,130.012,4/4,0.514
646,62,0.401,0.684,228966,0.512,0.0,B,0.1,-7.232,Minor,0.0401,127.90799999999999,4/4,0.354
647,67,0.0149,0.726,235973,0.679,1.49e-06,C#,0.0837,-6.218999999999999,Major,0.0473,107.02,4/4,0.7509999999999999
648,58,0.0365,0.649,247387,0.9129999999999999,0.00037400000000000004,C,0.0518,-3.278,Major,0.03,127.992,4/4,0.9640000000000001
649,40,0.866,0.0976,192853,0.23399999999999999,0.898,C,0.127,-17.447,Major,0.039,88.954,4/4,0.0379
650,68,0.731,0.33,245533,0.16699999999999998,3.0799999999999996e-05,G#,0.10099999999999999,-11.635,Major,0.0311,164.954,3/4,0.20199999999999999
651,41,0.898,0.0681,103200,0.0311,0.9740000000000001,F,0.0923,-28.267,Major,0.0457,74.715,5/4,0.0375
652,59,0.0742,0.17,221213,0.395,0.9590000000000001,C,0.106,-17.928,Major,0.0462,130.767,4/4,0.115
653,23,0.79,0.20600000000000002,182560,0.0132,0.0245,D,0.18100000000000002,-34.416,Major,0.0352,95.212,4/4,0.0399
654,64,0.718,0.525,252154,0.303,0.0,D#,0.146,-9.062999999999999,Minor,0.0355,119.861,4/4,0.165
655,30,0.899,0.146,327827,0.192,0.897,D,0.0767,-16.105999999999998,Minor,0.0364,83.943,3/4,0.0349
656,22,0.0783,0.23600000000000002,146720,0.24100000000000002,0.688,G,0.11900000000000001,-22.081,Major,0.0475,140.938,4/4,0.0399
657,6,0.938,0.491,68921,0.215,0.8340000000000001,E,0.12300000000000001,-22.604,Minor,0.0609,168.00799999999998,3/4,0.8590000000000001
658,66,0.0838,0.8290000000000001,220200,0.674,0.0017399999999999998,G#,0.102,-4.493,Major,0.0362,109.917,4/4,0.9740000000000001
659,64,0.934,0.131,440800,0.13699999999999998,0.485,D,0.087,-20.553,Major,0.0387,78.577,4/4,0.0465
660,73,0.44799999999999995,0.747,191147,0.76,0.0,C#,0.153,-4.294,Major,0.187,99.975,4/4,0.682
661,28,0.687,0.172,225093,0.10400000000000001,0.8540000000000001,C#,0.272,-18.882,Major,0.038,114.303,3/4,0.0374
662,31,0.0698,0.159,78965,0.299,0.976,C#,0.11,-18.18,Major,0.0447,81.97399999999999,3/4,0.0283
